mssv,namsinh,gioitinh,drl,diem_tt,dtb_toankhoa,dtb_tichluy,sotc_tichluy,diemtbhk_1,diemtbhk_2,diemtbhk_3,diemtbhk_4,diemtbhk_5,diemtbhk_6,diemtbhk_7,diemtbhk_8
3E33B6D5XPvAibaEXe8blaTjeDit3z8TPYUYO8t7,22.0,0,82.10591293047433,27.11534417106069,8.63,8.63,137.0,8.95,8.53,8.04,9.18,8.98,8.14,0.0,7.402857142857142
3E3E10CBXPvAibaEXe/VTtmkh7JuOsTWNwfZU88X,17.0,0,86.0,24.0,7.02,7.02,146.0,7.38,7.02,7.34,6.76,6.25,6.56,5.98,7.21
3E41E8BCXPvAibaEXe/CiPILllTJf9aISrJ9Fhfw,18.0,0,70.58465346534653,24.25,7.22,7.22,153.0,6.51,5.98,7.58,6.89,6.6,6.8,7.35,5.4
3E437E83XPvAibaEXe+cD1fKElqxL3AMjMxrtDdl,16.0,0,78.74455162558057,28.5,7.82,7.82,151.0,6.91,6.61,7.55,7.45,8.25,7.98,8.33,8.31
3E479342XPvAibaEXe+kwIr/VXjl01D1BeeuKZAN,16.0,0,78.74455162558057,29.0,4.77,4.77,103.0,6.16,5.66,5.89,6.57,5.36,1.77,1.63,3.82
3E47FBEEXPvAibaEXe+Tyn6K74w+TnqBCWD4igXB,19.0,0,83.0,30.0,5.74,5.74,47.0,4.12,2.5,6.66,7.53,5.96,5.354000000000001,5.354000000000001,5.354000000000001
3E4A5044XPvAibaEXe9v6ULsv63kiXWtcJCh2Tt8,19.0,0,81.0,30.0,6.72,6.72,13.0,6.72,6.72,6.72,6.72,6.72,6.72,6.72,6.72
3E4C08FBXPvAibaEXe8XtTI6VHhlKDOjXPJDSplW,21.0,1,78.33960814444872,21.55,8.38,8.38,139.0,8.17,7.46,8.16,8.19,9.17,8.99,9.12,7.94
3E4D0E8EXPvAibaEXe+QQPRhm8VpXBPmSV2Jz4/r,19.0,0,100.0,30.0,9.09,9.09,78.0,9.18,9.24,8.86,9.093333333333334,9.093333333333334,9.093333333333334,9.093333333333334,9.093333333333334
3E4DFB8FXPvAibaEXe9vxrzlowp+zK+Ssxu0OXoR,19.0,0,90.0,30.0,5.55,5.55,51.0,7.33,5.13,3.51,4.59,5.07,5.126,5.126,5.126
3E4EDAF2XPvAibaEXe+U9ZkhoRAmyoL45ssjAU9n,19.0,0,100.0,30.0,7.99,7.99,73.0,8.12,7.64,8.19,0.0,5.987499999999999,5.987499999999999,5.987499999999999,5.987499999999999
3E584D35XPvAibaEXe+LaXEhdAaoNEnhAFY4MSn8,22.0,0,82.10591293047433,23.15,6.79,6.79,119.0,6.92,6.62,7.38,4.97,8.82,7.52,4.1,6.618571428571427
3E695E2BXPvAibaEXe8zAo0wu8vadjrmiX9oprWe,20.0,0,78.33960814444872,19.05,6.88,6.88,129.0,5.35,6.76,5.61,5.47,6.58,7.93,8.19,7.85
3E709F5DXPvAibaEXe9CtFSNMbfIzx524w+bBj/E,16.0,0,78.74455162558057,27.0,6.94,6.94,153.0,5.42,5.91,6.12,5.08,4.51,7.11,5.39,6.21
3E756495XPvAibaEXe9P07hcrvmhCa0nLHGm6qSN,16.0,0,78.74455162558057,29.0,4.42,4.42,46.0,4.5,2.45,3.58,2.26,5.66,3.25,2.67,4.33
3E76F893XPvAibaEXe+EtEAwqwiR9zCrW0PS0RlI,19.0,0,75.19813454155285,30.0,1.03,1.03,0.0,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
3E7C48C6XPvAibaEXe91kmICrkek2vGASu4f5Vr/,20.0,0,75.65553494124923,21.5,7.27,7.27,146.0,7.14,7.66,6.09,6.5,6.99,7.25,7.38,7.001428571428572
3E7C620AXPvAibaEXe/uK56TxchG/U8PEQ8MTj8U,19.0,0,97.0,30.0,3.31,3.31,20.0,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31
3E7D7414XPvAibaEXe9GqQkS1wvjIQ+HucXy+oQw,19.0,0,62.81791285637439,21.0,2.04,2.04,3.0,3.11,0.19,1.65,1.65,1.65,1.65,1.65,1.65
3E7F9BAEXPvAibaEXe/PQrWCRBKWOXm6NoDezPNj,19.0,0,62.81791285637439,25.0,4.92,4.92,87.0,7.81,7.28,7.04,5.61,4.36,2.84,0.0,4.991428571428571
3E7FF71CXPvAibaEXe/wvgrdNVCyf1XOAfFzxw7d,18.0,0,70.58465346534653,22.5,6.77,6.77,149.0,6.85,5.67,6.18,7.02,6.37,7.16,6.29,7.47
3E832F70XPvAibaEXe+TUHAdEwrOxx18s6JwlhHH,21.0,0,78.33960814444872,25.15,6.74,6.74,133.0,7.39,5.36,5.63,7.33,7.55,5.32,7.8,4.18
3E8A2EDBXPvAibaEXe9Fy2hCq9OiA+RWQVJ8fut3,20.0,0,75.65553494124923,25.25,6.77,6.77,139.0,7.09,7.22,6.6,6.92,6.65,7.76,5.98,8.5
3E8BEBA4XPvAibaEXe8ooYk4mkUGmLmviNJ02P9C,16.0,0,78.74455162558057,25.5,6.79,6.79,130.0,4.08,3.65,5.93,6.82,8.0,6.83,6.16,4.89
3E98A64CXPvAibaEXe8WA4OgPtanSIqf9Q1O8Yin,17.0,0,74.0,27.5,7.21,7.21,157.0,6.63,6.03,8.2,6.91,6.22,7.19,7.35,7.79
3EA29944XPvAibaEXe+wpuhQQTXxIsRfT+6FlpdU,19.0,0,100.0,30.0,7.32,7.32,54.0,7.56,7.01,7.21,7.260000000000001,7.260000000000001,7.260000000000001,7.260000000000001,7.260000000000001
3EA38C20XPvAibaEXe/wM5TrBBCDMRSxGEkC9sQw,18.0,0,70.58465346534653,22.0,6.27,6.27,132.0,7.27,6.69,6.53,4.94,6.36,6.3,6.55,3.2
3EA765DCXPvAibaEXe9o/lUQXb5f/7q7qNtQ6Mps,17.0,0,100.0,28.0,7.7,7.7,153.0,7.71,8.04,6.96,6.94,7.85,7.06,8.61,7.96
3EAFF3B9XPvAibaEXe80vzpG0swknz4UUas7owZ0,21.0,0,78.33960814444872,25.15,7.75,7.75,137.0,8.08,7.98,7.49,7.58,5.95,8.47,8.3,8.4
3EB46449XPvAibaEXe9+dT4FRTt+Qwk8b3JS6pp2,18.0,0,70.58465346534653,20.75,0.98,0.98,0.0,1.76,0.0,0.88,0.88,0.88,0.88,0.88,0.88
3EB5AE2EXPvAibaEXe9tdh69VvZt18HVVZTcemA7,17.0,0,68.0,26.0,3.07,3.07,34.0,4.59,4.12,4.37,2.89,3.44,0.64,2.25,0.78
3EBBF85DXPvAibaEXe+9tOqtJ+TlMoD4ns4BY00x,20.0,1,75.65553494124923,23.5,5.67,5.67,142.0,5.92,5.5,5.41,5.96,6.47,6.71,2.04,8.0
3EBE6597XPvAibaEXe+g+689Av0WQ6QNNXH26G5j,22.0,0,82.10591293047433,24.75,8.42,8.42,131.0,9.02,8.12,8.31,8.6,8.75,8.26,7.8,8.40857142857143
3EBFEDFFXPvAibaEXe+pRrseqS9RoXak2ox1UWYZ,22.0,0,82.10591293047433,30.0,8.8,8.8,150.0,9.01,9.07,8.39,8.72,9.17,8.88,8.35,0.0
3EC117AEXPvAibaEXe9Rxq3EQECnGWQu7bzI0P1g,20.0,0,78.33960814444872,22.65,8.04,8.04,135.0,8.02,7.37,8.09,8.89,8.24,5.8,8.98,8.92
3EC4C95DXPvAibaEXe+Xxbs4kvH/k298KMqSjXz6,16.0,0,84.0,30.0,4.98,4.98,56.0,5.77,4.43,4.93,5.93,2.97,2.85,4.34,3.36
3EC5B584XPvAibaEXe92T150Nt0xZqbgfznLAD0M,21.0,0,78.33960814444872,19.2,8.05,8.05,147.0,7.27,7.69,7.42,8.93,8.03,8.67,8.28,8.77
3EC936C3XPvAibaEXe8kOsFn8JQEzHDOKC9WRdsu,19.0,0,100.0,30.0,8.31,8.31,65.0,8.69,8.03,8.15,8.29,8.29,8.29,8.29,8.29
3ED4ABC9XPvAibaEXe/h0evOh2DuEyfg/Sb8+smg,19.0,0,100.0,30.0,8.9,8.9,58.0,9.16,8.94,8.67,8.923333333333334,8.923333333333334,8.923333333333334,8.923333333333334,8.923333333333334
3ED6454DXPvAibaEXe/v5x/h23myCX7yTInZ4mJP,19.0,0,62.81791285637439,22.5,8.2,8.2,148.0,7.09,5.52,8.99,8.7,8.05,8.77,8.34,8.62
3EE66DA9XPvAibaEXe8ZCBSJNuktiP6oNPZRyZty,21.0,1,78.33960814444872,23.1,7.63,7.63,135.0,7.17,6.77,8.34,7.32,8.74,7.78,7.84,6.05
3EE86753XPvAibaEXe+tKlY40ATmdUOzEdqgsUxi,18.0,0,70.58465346534653,23.0,7.82,7.82,148.0,8.56,6.96,7.6,7.27,7.2,7.14,8.48,7.9
3EE8731DXPvAibaEXe9W6UmNXS/RjvBIRGxBUxlg,19.0,0,88.0,30.0,8.16,8.16,71.0,8.03,8.37,7.97,8.123333333333333,8.123333333333333,8.123333333333333,8.123333333333333,8.123333333333333
3EEAC296XPvAibaEXe+sQSfsqovN99fZLdPkQRnF,21.0,0,78.33960814444872,18.95,2.84,2.84,29.0,4.56,2.97,4.68,3.11,1.48,1.37,0.0,2.5957142857142856
3EEF50BBXPvAibaEXe+KnWgScvZ27DI3q+Ethj5l,21.0,0,78.33960814444872,20.85,6.22,6.22,100.0,5.58,4.2,6.1,6.65,8.06,7.73,8.37,3.75
3EFE65E2XPvAibaEXe9pXJcjrAt8Xv7IOwyoINeW,20.0,0,75.65553494124923,25.25,3.45,3.45,25.0,3.52,2.75,5.57,0.0,2.96,2.96,2.96,2.96
3F0475F0XPvAibaEXe89uaQhuJG/N0/yyzLZfnV5,19.0,0,95.0,30.0,8.62,8.62,30.0,8.62,8.62,8.62,8.62,8.62,8.62,8.62,8.62
3F070EA6XPvAibaEXe9Y8E/lSCdK5yCEdWh9HXUm,19.0,0,82.0,30.0,7.05,7.05,52.0,6.54,6.81,7.7,0.0,5.2625,5.2625,5.2625,5.2625
3F0732F3XPvAibaEXe9tEkXNWDh2mjf153Z9EemW,19.0,0,86.0,30.0,4.08,4.08,39.0,4.0,1.65,4.82,1.85,3.56,3.176,3.176,3.176
3F0850FBXPvAibaEXe/U5lSbganJ80ns0wi7lt38,18.0,0,70.58465346534653,24.0,8.02,8.02,147.0,7.86,8.64,8.19,7.94,8.98,8.17,6.02,7.55
3F21B786XPvAibaEXe86sbeN0/YCTQd15EVD6n3Y,19.0,0,62.81791285637439,23.0,8.08,8.08,148.0,7.85,6.56,8.46,7.37,9.31,8.44,8.6,8.33
3F251027XPvAibaEXe/+o3BBeRzaOCwzWfdy2R46,19.0,0,100.0,30.0,7.64,7.64,99.0,8.23,8.31,7.95,5.97,7.91,0.0,6.395,6.395
3F25B9A6XPvAibaEXe8091B3Eu2czAQtJnpSywMM,19.0,0,62.81791285637439,21.0,2.99,2.99,7.0,4.25,1.88,3.065,3.065,3.065,3.065,3.065,3.065
3F25F0F3XPvAibaEXe+fmxcqgvribINZVn1ZCwDg,16.0,0,78.74455162558057,27.5,6.58,6.58,148.0,6.43,4.11,5.5,5.56,6.58,6.64,7.58,6.63
3F2C0D0FXPvAibaEXe8+nnmDR5i/pllg3dHonPSh,19.0,0,80.0,30.0,6.14,6.14,28.0,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14
3F3B6B17XPvAibaEXe8x8S8Fn/vYpv+Qdbyeie+g,17.0,0,82.0,25.0,7.9,7.9,140.0,6.92,7.31,7.82,7.92,7.56,7.54,8.15,8.77
3F3FC1C7XPvAibaEXe920ZfQd1pG7WFxQeufF9nG,19.0,0,89.0,30.0,7.48,7.48,30.0,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
3F4243E2XPvAibaEXe9407zH39wVQ0G+3HF9ZWHK,19.0,0,95.0,30.0,7.29,7.29,98.0,5.29,6.68,7.25,7.55,7.99,6.952,6.952,6.952
3F492251XPvAibaEXe+bm6JbdOAYBZ13OM5L3EmC,19.0,0,83.0,30.0,7.46,7.46,30.0,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46
3F4E10A9XPvAibaEXe9UNv9EBaMHEPpRkPlxr2mG,19.0,0,98.0,30.0,8.57,8.57,74.0,8.2,8.64,8.88,8.573333333333332,8.573333333333332,8.573333333333332,8.573333333333332,8.573333333333332
3F506CE4XPvAibaEXe/Ca0OCiMMR5eQIVkzEUhRP,19.0,0,100.0,30.0,8.63,8.63,59.0,8.69,8.77,8.35,8.603333333333333,8.603333333333333,8.603333333333333,8.603333333333333,8.603333333333333
3F5B89FCXPvAibaEXe/QkTB1xN5MPAmYYxuF7Zyv,19.0,0,83.0,30.0,4.18,4.18,34.0,4.86,3.2,2.58,4.27,4.27,3.836,3.836,3.836
3F6464F9XPvAibaEXe8pd25OrRS+bfhEJhQJNXId,18.0,0,62.81791285637439,21.25,6.46,6.46,153.0,5.55,3.87,5.53,5.76,4.66,1.16,4.64,5.53
3F6744F0XPvAibaEXe8Y+/3uR2PkTISBbFDhrriN,16.0,0,78.74455162558057,27.0,6.75,6.75,153.0,6.97,6.8,6.76,6.64,7.84,7.18,5.15,7.62
3F6E9BE3XPvAibaEXe9uJZGMSuxkgLOwWIwNnaUd,19.0,0,83.0,30.0,7.09,7.09,86.0,7.32,6.7,6.66,7.43,7.32,7.086,7.086,7.086
3F73951DXPvAibaEXe/7kKaS8/f9Rd5oZdvt88V9,20.0,0,75.65553494124923,23.75,5.14,5.14,92.0,3.93,5.55,4.31,3.45,5.4,1.32,1.22,3.04
3F78D128XPvAibaEXe9TCu1KOAAoOdMv9DLzQBVY,19.0,0,84.0,30.0,1.94,1.94,3.0,2.39,0.0,1.195,1.195,1.195,1.195,1.195,1.195
3F7C96EEXPvAibaEXe9ajZoptpw4tXc9zkloSelJ,17.0,0,97.0,29.0,7.69,7.69,149.0,6.94,7.06,7.55,7.63,7.99,8.21,8.07,8.51
3F7EE327XPvAibaEXe8FGyuwtFnKnA3zwdulIpUk,19.0,0,62.81791285637439,23.5,7.87,7.87,148.0,7.19,7.2,7.77,7.88,8.95,8.38,7.4,8.32
3F81C3D7XPvAibaEXe+XuNgf2Sify1DZCep8W6Wh,22.0,0,75.19813454155285,26.24496644424464,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FA3BE8DXPvAibaEXe/vOr21NN2Mdp+hQgUzfGum,19.0,0,100.0,30.0,8.26,8.26,76.0,8.99,8.52,7.63,8.379999999999999,8.379999999999999,8.379999999999999,8.379999999999999,8.379999999999999
3FA90471XPvAibaEXe/wcf8soaIdyhuTgBeEDZmy,19.0,0,100.0,30.0,7.66,7.66,72.0,7.43,7.68,7.87,7.66,7.66,7.66,7.66,7.66
3FA934C1XPvAibaEXe+Ff3P1PNDBGF5n+U+m2ejw,19.0,0,78.0,30.0,7.19,7.19,25.0,7.26,7.29,7.0,7.183333333333334,7.183333333333334,7.183333333333334,7.183333333333334,7.183333333333334
3FB27BE9XPvAibaEXe+2WNqGC1yvSMisxmGWQhpC,19.0,0,100.0,30.0,8.37,8.37,96.0,8.42,8.0,8.5,8.82,8.24,8.396,8.396,8.396
3FB32086XPvAibaEXe9EzMCXNvdwUIgRpqLT2NIX,19.0,0,73.0,30.0,5.5,5.5,26.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
3FB656EFXPvAibaEXe/qs6cP2tIrhuDciH+ql6gT,19.0,0,100.0,30.0,9.01,9.01,30.0,9.01,9.01,9.01,9.01,9.01,9.01,9.01,9.01
3FBB1D68XPvAibaEXe+JOtnwEvC97haoiLV2f1hx,22.0,0,82.10591293047433,23.8,7.35,7.35,126.0,7.31,8.12,7.67,6.46,8.14,7.61,6.05,7.337142857142857
3FC0F6DEXPvAibaEXe/glop/3mrWAIYMnWizZXym,21.0,0,78.33960814444872,18.5,3.91,3.91,32.0,6.71,3.24,5.0,0.05,3.75,3.75,3.75,3.75
3FC4287DXPvAibaEXe8d+xuL7f/QxIZO68iMQPYa,21.0,1,78.33960814444872,26.83385666989803,7.74,7.74,132.0,6.36,6.19,7.23,8.12,8.01,8.85,8.41,9.0
3FC67985XPvAibaEXe+uS3hCcqF/s1BNErmZi3AP,19.0,1,62.81791285637439,23.5,8.42,8.42,152.0,8.24,8.02,8.49,8.32,8.59,8.93,8.4,8.3
3FCAFD55XPvAibaEXe+UswxXBNJT7HA3MNOsTF5x,19.0,0,94.0,30.0,7.02,7.02,10.0,6.94,7.2,7.07,7.07,7.07,7.07,7.07,7.07
3FCF79E2XPvAibaEXe8PCwJaf/8k/IgkHJsjraD5,21.0,0,78.33960814444872,20.5,6.91,6.91,141.0,6.9,5.93,6.27,7.19,6.39,7.16,8.43,6.19
3FD1462DXPvAibaEXe98bEweMyJa5iFjCfgvAPXn,21.0,0,82.10591293047433,24.7,8.57,8.57,129.0,8.88,9.08,8.11,8.58,8.84,8.29,7.95,8.532857142857143
3FDD06D6XPvAibaEXe+cHzUfz4XujuV/r2/DCgEc,19.0,0,100.0,30.0,8.62,8.62,92.0,8.84,8.44,8.8,8.84,8.16,8.616,8.616,8.616
3FDEFAF9XPvAibaEXe8ciyLBP/Qla1KB3Ob9zV9L,19.0,0,75.19813454155285,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3FE3F325XPvAibaEXe/q/d6S7LoUwzxPRBYXTiEh,22.0,1,82.10591293047433,30.0,8.68,8.68,118.0,8.44,8.97,9.05,8.8,8.32,8.37,9.15,8.72857142857143
3FEBAA7EXPvAibaEXe87VvpJWUzbdQI828iXFHid,19.0,0,95.0,30.0,8.59,8.59,22.0,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59
3FF22D23XPvAibaEXe+Wjq/eoSKNhczbNnVuluTK,17.0,0,86.0,29.0,8.16,8.16,153.0,8.68,7.44,8.04,7.9,8.3,8.72,8.18,8.41
3FFA891AXPvAibaEXe9SS1kaXnboZsajS+oJ5pDf,19.0,0,100.0,30.0,7.43,7.43,22.0,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43
3FFAE0D6XPvAibaEXe/aBnKnu1smn2HFicpijh/m,19.0,0,93.0,30.0,3.79,3.79,24.0,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79
3FFD285BXPvAibaEXe8CJ7wHm5Ak3r6SrN6uD+9P,19.0,0,91.0,30.0,6.1,6.1,22.0,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
3FFE01C5XPvAibaEXe/3J7XmZuxojK2FJKZUIZOK,19.0,0,86.0,30.0,8.65,8.65,30.0,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65
3FFF49AFXPvAibaEXe+l4bzn3GsI7z9llw7nyxUo,21.0,0,78.33960814444872,19.75,6.87,6.87,132.0,5.4,5.64,4.38,4.66,5.91,4.87,7.88,6.74
4003374CXPvAibaEXe+rerDIV2V6o55rwqI+K/CS,19.0,0,86.0,30.0,6.99,6.99,16.0,6.92,7.3,7.109999999999999,7.109999999999999,7.109999999999999,7.109999999999999,7.109999999999999,7.109999999999999
40052890XPvAibaEXe/X5ZhFzI36lFZgcFl/9nmE,18.0,0,70.58465346534653,23.5,7.04,7.04,142.0,6.96,5.05,6.49,6.57,7.6,8.0,7.06,8.5
400615AAXPvAibaEXe9E3DsowCq00m2D2GMxUdkX,19.0,0,82.0,30.0,7.28,7.28,26.0,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28
400C7B42XPvAibaEXe/fvouekn0IRoT5gYjOS+EB,19.0,0,85.0,30.0,7.08,7.08,68.0,6.67,7.3,7.33,7.099999999999999,7.099999999999999,7.099999999999999,7.099999999999999,7.099999999999999
400D3771XPvAibaEXe+JbMLet4/UAcEU15l2p5wN,19.0,0,100.0,30.0,8.07,8.07,113.0,8.43,7.47,8.02,8.35,8.18,8.09,8.09,8.09
400DC6A4XPvAibaEXe/0W4kDBen432HWepgv/qnc,21.0,1,78.33960814444872,21.95,8.35,8.35,137.0,8.23,8.49,8.52,7.93,7.58,8.77,9.16,8.36
401A9DC9XPvAibaEXe/Yd5khqDzvKDRkA+4NI5nP,21.0,0,78.33960814444872,22.4,6.79,6.79,125.0,5.59,3.9,5.23,6.12,6.94,7.36,7.32,5.88
40240887XPvAibaEXe+rUETgz3ZSLOOnGgeIrISL,19.0,0,100.0,30.0,6.45,6.45,26.0,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45
402409B2XPvAibaEXe8zgH8M9OgLp7otssqiEm8L,19.0,0,87.0,30.0,7.63,7.63,77.0,6.88,7.6,7.78,8.38,7.22,0.0,6.31,6.31
40261FF6XPvAibaEXe8VQgmAEjfeNlxPA7o8aomx,20.0,0,78.33960814444872,19.6,7.7,7.7,127.0,6.68,7.6,6.86,7.27,7.37,8.6,8.28,7.68
40288A20XPvAibaEXe9p2uXWEeSl6h1jkCzbLgM9,21.0,0,78.33960814444872,30.0,8.34,8.34,140.0,8.3,8.58,8.06,8.02,8.28,8.79,8.67,8.33
403AE87EXPvAibaEXe8++PXLWOU+ZKoAKaa2g8ZT,19.0,0,97.0,30.0,7.89,7.89,98.0,7.16,7.93,8.23,7.48,8.7,7.9,7.9,7.9
40477DF3XPvAibaEXe+GHNK19bpqCw8XUzH8lpyj,19.0,0,62.81791285637439,23.25,6.8,6.8,151.0,6.39,6.65,6.34,6.46,6.04,6.88,7.54,6.9
404C1566XPvAibaEXe/KIviHIwoJTjrm8zD6DN/R,19.0,0,100.0,30.0,8.44,8.44,112.0,7.98,8.17,8.78,8.72,8.29,8.388,8.388,8.388
404ED39AXPvAibaEXe8ONI/il9MI2wwysGWOoiBV,21.0,0,78.33960814444872,20.85,4.68,4.68,24.0,4.61,4.15,4.16,5.77,4.6725,4.6725,4.6725,4.6725
404FB094XPvAibaEXe/jJhiAqnJBikr3xQlEa8x4,19.0,0,96.0,30.0,8.61,8.61,66.0,8.6,8.32,8.9,8.606666666666667,8.606666666666667,8.606666666666667,8.606666666666667,8.606666666666667
40598A7CXPvAibaEXe8jzQvYm0cG3eH2S/DZnXLM,19.0,0,87.0,30.0,7.41,7.41,110.0,7.04,6.83,7.34,7.64,8.5,7.470000000000001,7.470000000000001,7.470000000000001
405F1385XPvAibaEXe/GYDluKvKBtQFzCKYIMFfJ,21.0,0,78.33960814444872,21.45,5.22,5.22,96.0,7.04,7.89,6.65,3.53,4.32,2.76,3.02,0.0
406B9C41XPvAibaEXe/Fi8ZYRfhF8QbXczx8U/3K,22.0,1,82.10591293047433,22.05,7.73,7.73,157.0,7.23,7.86,7.31,7.86,7.55,7.71,7.8,7.6171428571428565
406CA736XPvAibaEXe/EbCJQv4uheJSkPxWpbZwW,22.0,0,82.10591293047433,23.7,7.6,7.6,123.0,8.03,8.1,7.36,5.84,7.7,8.36,8.34,0.0
4072FFA9XPvAibaEXe8HttSSNPsv4baIXvaVALGR,19.0,0,100.0,30.0,6.99,6.99,10.0,7.11,6.7,6.905,6.905,6.905,6.905,6.905,6.905
4074B318XPvAibaEXe8ths/mS+J4FbIFerZC9Fbc,19.0,0,69.0,30.0,6.06,6.06,30.0,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06
40764158XPvAibaEXe82B8VnNvUD6HIoPK66/l6J,21.0,0,78.33960814444872,20.35,6.97,6.97,133.0,5.9,4.8,5.92,7.36,6.62,7.31,8.3,5.27
407973B4XPvAibaEXe/UTqPTjBxFVu/QwKCE2S5w,19.0,1,62.81791285637439,21.25,6.73,6.73,150.0,7.15,3.38,3.69,6.01,5.69,1.86,6.41,5.34
407D8B31XPvAibaEXe+L4623Ow78Xc0NtsIy2JQ0,19.0,0,100.0,30.0,6.87,6.87,69.0,8.51,5.96,6.83,7.099999999999999,7.099999999999999,7.099999999999999,7.099999999999999,7.099999999999999
407E4C2BXPvAibaEXe+UuZ4QW1XoS/W6ppKyU1Sg,17.0,0,64.0,27.0,6.29,6.29,147.0,6.08,3.0,3.45,5.06,6.33,5.1,6.23,6.5
40898878XPvAibaEXe/iIkJq57vD79yD2CJ3C3yZ,18.0,0,70.58465346534653,22.25,3.2,3.2,19.0,6.65,1.61,0.0,0.0,2.065,2.065,2.065,2.065
408D0B61XPvAibaEXe/04IiIK7okBdYvNYs5MiFQ,19.0,0,62.81791285637439,22.25,6.59,6.59,139.0,6.99,6.09,5.34,4.6,7.41,6.28,6.59,7.46
408D2154XPvAibaEXe8G8K07ebOXRyAKf7IAnN+Y,19.0,0,100.0,30.0,9.48,9.48,16.0,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48
4092E51EXPvAibaEXe+vuDGG5hNDv6oEeNU+4Nov,22.0,1,82.10591293047433,21.65,6.72,6.72,108.0,7.86,6.29,5.06,2.72,6.84,7.08,5.9,5.964285714285714
40951AD4XPvAibaEXe8AMmr3Xq9FJ98FnIoeM4iH,18.0,0,70.58465346534653,24.0,7.16,7.16,146.0,7.5,5.98,7.51,6.69,6.83,6.05,7.24,7.68
40963A03XPvAibaEXe85v8rw3dwROvpDjjAR6s3C,22.0,0,82.10591293047433,22.3,7.63,7.63,127.0,7.61,7.94,6.98,7.38,7.8,8.23,7.8,7.677142857142856
409A2C48XPvAibaEXe8eipYZNlRNfptufCYv+kV3,19.0,0,95.0,30.0,7.37,7.37,78.0,7.92,6.78,7.56,7.1,7.75,7.422,7.422,7.422
40AD33BCXPvAibaEXe9M021iVaAwIPHYg7fxj42i,16.0,0,78.74455162558057,28.0,7.89,7.89,153.0,6.43,7.55,7.78,8.38,6.43,8.06,8.19,8.18
40B24E5CXPvAibaEXe8IVQevnJpgRudMMhowUusQ,19.0,0,97.0,30.0,7.46,7.46,93.0,7.17,7.38,7.17,7.83,7.66,7.441999999999998,7.441999999999998,7.441999999999998
40B75E47XPvAibaEXe+s31jTLcsUPx4KDmNuT8j+,21.0,0,78.33960814444872,24.42859750666337,8.1,8.1,149.0,8.65,7.46,8.37,8.09,6.54,8.68,7.21,8.28
40C890F2XPvAibaEXe/QkTB1xN5MPD62wijYHEPi,19.0,0,100.0,30.0,8.9,8.9,100.0,9.05,9.23,9.09,8.61,8.41,8.878,8.878,8.878
40CAF9E4XPvAibaEXe/IOsuN/I5gh+6l+u1dc+eJ,20.0,0,75.65553494124923,25.75,7.57,7.57,160.0,7.83,8.51,8.12,7.72,6.9,7.14,7.2,6.02
40D2257DXPvAibaEXe9Hp2TeoSwCGTMp/uHWnnOo,19.0,0,62.81791285637439,21.5,5.73,5.73,134.0,6.61,5.49,6.56,6.16,5.61,5.69,4.87,3.47
40D3DEC6XPvAibaEXe9oEjq52PyLOnnrZNPQzxJR,19.0,0,90.0,30.0,5.25,5.25,16.0,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25
40D91959XPvAibaEXe/O4Y61Y5ktaNGf2LvC45yT,19.0,0,100.0,30.0,8.75,8.75,89.0,9.15,8.81,8.77,8.47,8.38,8.716000000000001,8.716000000000001,8.716000000000001
40E3DED7XPvAibaEXe8cSwcDAK/pUDQbys/Ydwoj,20.0,0,75.65553494124923,24.75,8.3,8.3,147.0,7.62,8.8,8.75,7.53,7.58,8.73,8.95,9.0
40E61CCCXPvAibaEXe86Rqk7wH1x9MxOEwqZcVFX,19.0,0,100.0,30.0,6.57,6.57,94.0,6.08,7.89,7.86,6.64,4.04,6.502,6.502,6.502
40E6B6E5XPvAibaEXe+BHZkA9XgGXRJzAFhTNzBm,16.0,0,78.74455162558057,23.0,5.64,5.64,128.0,3.95,4.12,6.73,4.18,6.94,6.16,6.16,5.09
40EC6A54XPvAibaEXe8XtTI6VHhlKMv1uylIudjC,21.0,0,78.33960814444872,23.2,8.01,8.01,133.0,7.8,7.79,7.52,8.29,8.13,8.31,8.34,8.025714285714287
